filename,label
image_00001.png,47
image_00002.png,22
image_00003.png,8
image_00004.png,45
image_00005.png,11
image_00006.png,21
image_00007.png,11
image_00008.png,57
image_00009.png,42
image_00010.png,4
image_00011.png,3
image_00012.png,48
image_00013.png,3
image_00014.png,55
image_00015.png,44
image_00016.png,57
image_00017.png,36
image_00018.png,10
image_00019.png,47
image_00020.png,43
image_00021.png,44
image_00022.png,5
image_00023.png,16
image_00024.png,48
image_00025.png,19
image_00026.png,21
image_00027.png,39
image_00028.png,19
image_00029.png,10
image_00030.png,11
image_00031.png,51
image_00032.png,26
image_00033.png,54
image_00034.png,11
image_00035.png,56
image_00036.png,11
image_00037.png,28
image_00038.png,38
image_00039.png,57
image_00040.png,11
image_00041.png,11
image_00042.png,17
image_00043.png,40
image_00044.png,11
image_00045.png,15
image_00046.png,38
image_00047.png,30
image_00048.png,11
image_00049.png,28
image_00050.png,11
image_00051.png,22
image_00052.png,48
image_00053.png,0
image_00054.png,11
image_00055.png,25
image_00056.png,11
image_00057.png,11
image_00058.png,37
image_00059.png,11
image_00060.png,25
image_00061.png,27
image_00062.png,11
image_00063.png,10
image_00064.png,21
image_00065.png,11
image_00066.png,51
image_00067.png,33
image_00068.png,11
image_00069.png,5
image_00070.png,16
image_00071.png,11
image_00072.png,17
image_00073.png,42
image_00074.png,11
image_00075.png,15
image_00076.png,11
image_00077.png,57
image_00078.png,11
image_00079.png,10
image_00080.png,11
image_00081.png,43
image_00082.png,11
image_00083.png,11
image_00084.png,55
image_00085.png,53
image_00086.png,11
image_00087.png,13
image_00088.png,0
image_00089.png,4
image_00090.png,31
image_00091.png,11
image_00092.png,52
image_00093.png,11
image_00094.png,33
image_00095.png,10
image_00096.png,48
image_00097.png,52
image_00098.png,11
image_00099.png,9
image_00100.png,11
image_00101.png,50
image_00102.png,11
image_00103.png,11
image_00104.png,50
image_00105.png,29
image_00106.png,11
image_00107.png,40
image_00108.png,21
image_00109.png,11
image_00110.png,15
image_00111.png,10
image_00112.png,37
image_00113.png,11
image_00114.png,11
image_00115.png,10
image_00116.png,11
image_00117.png,34
image_00118.png,10
image_00119.png,11
image_00120.png,23
image_00121.png,10
image_00122.png,11
image_00123.png,11
image_00124.png,55
image_00125.png,34
image_00126.png,31
image_00127.png,2
image_00128.png,20
image_00129.png,45
image_00130.png,0
image_00131.png,57
image_00132.png,11
image_00133.png,11
image_00134.png,11
image_00135.png,44
image_00136.png,3
image_00137.png,33
image_00138.png,10
image_00139.png,3
image_00140.png,11
image_00141.png,49
image_00142.png,49
image_00143.png,50
image_00144.png,11
image_00145.png,11
image_00146.png,11
image_00147.png,49
image_00148.png,22
image_00149.png,1
image_00150.png,17
image_00151.png,55
image_00152.png,34
image_00153.png,11
image_00154.png,6
image_00155.png,11
image_00156.png,11
image_00157.png,11
image_00158.png,4
image_00159.png,11
image_00160.png,48
image_00161.png,15
image_00162.png,57
image_00163.png,11
image_00164.png,11
image_00165.png,29
image_00166.png,16
image_00167.png,11
image_00168.png,11
image_00169.png,0
image_00170.png,3
image_00171.png,11
image_00172.png,11
image_00173.png,6
image_00174.png,11
image_00175.png,11
image_00176.png,47
image_00177.png,11
image_00178.png,11
image_00179.png,38
image_00180.png,51
image_00181.png,11
image_00182.png,47
image_00183.png,56
image_00184.png,11
image_00185.png,50
image_00186.png,52
image_00187.png,11
image_00188.png,43
image_00189.png,7
image_00190.png,42
image_00191.png,11
image_00192.png,31
image_00193.png,11
image_00194.png,36
image_00195.png,11
image_00196.png,29
image_00197.png,28
image_00198.png,11
image_00199.png,24
image_00200.png,46
image_00201.png,42
image_00202.png,14
image_00203.png,44
image_00204.png,11
image_00205.png,11
image_00206.png,11
image_00207.png,55
image_00208.png,11
image_00209.png,10
image_00210.png,11
image_00211.png,28
image_00212.png,11
image_00213.png,36
image_00214.png,26
image_00215.png,1
image_00216.png,11
image_00217.png,4
image_00218.png,11
image_00219.png,55
image_00220.png,26
image_00221.png,11
image_00222.png,56
image_00223.png,13
image_00224.png,10
image_00225.png,5
image_00226.png,54
image_00227.png,3
image_00228.png,51
image_00229.png,11
image_00230.png,9
image_00231.png,10
image_00232.png,24
image_00233.png,46
image_00234.png,11
image_00235.png,11
image_00236.png,57
image_00237.png,11
image_00238.png,10
image_00239.png,55
image_00240.png,11
image_00241.png,11
image_00242.png,34
image_00243.png,51
image_00244.png,11
image_00245.png,52
image_00246.png,37
image_00247.png,11
image_00248.png,11
image_00249.png,49
image_00250.png,11
image_00251.png,43
image_00252.png,15
image_00253.png,45
image_00254.png,11
image_00255.png,10
image_00256.png,11
image_00257.png,33
image_00258.png,0
image_00259.png,52
image_00260.png,27
image_00261.png,11
image_00262.png,11
image_00263.png,48
image_00264.png,14
image_00265.png,10
image_00266.png,55
image_00267.png,11
image_00268.png,11
image_00269.png,33
image_00270.png,55
image_00271.png,51
image_00272.png,22
image_00273.png,41
image_00274.png,9
image_00275.png,11
image_00276.png,11
image_00277.png,11
image_00278.png,11
image_00279.png,4
image_00280.png,49
image_00281.png,11
image_00282.png,33
image_00283.png,11
image_00284.png,11
image_00285.png,26
image_00286.png,6
image_00287.png,11
image_00288.png,11
image_00289.png,35
image_00290.png,12
image_00291.png,10
image_00292.png,14
image_00293.png,10
image_00294.png,49
image_00295.png,40
image_00296.png,13
image_00297.png,11
image_00298.png,34
image_00299.png,53
image_00300.png,35
image_00301.png,35
image_00302.png,11
image_00303.png,11
image_00304.png,11
image_00305.png,40
image_00306.png,41
image_00307.png,10
image_00308.png,45
image_00309.png,11
image_00310.png,20
image_00311.png,32
image_00312.png,17
image_00313.png,8
image_00314.png,34
image_00315.png,11
image_00316.png,11
image_00317.png,10
image_00318.png,11
image_00319.png,13
image_00320.png,50
image_00321.png,56
image_00322.png,15
image_00323.png,10
image_00324.png,11
image_00325.png,6
image_00326.png,0
image_00327.png,11
image_00328.png,11
image_00329.png,11
image_00330.png,35
image_00331.png,11
image_00332.png,5
image_00333.png,11
image_00334.png,21
image_00335.png,47
image_00336.png,8
image_00337.png,53
image_00338.png,45
image_00339.png,25
image_00340.png,51
image_00341.png,11
image_00342.png,11
image_00343.png,11
image_00344.png,28
image_00345.png,32
image_00346.png,37
image_00347.png,4
image_00348.png,50
image_00349.png,11
image_00350.png,11
image_00351.png,11
image_00352.png,11
image_00353.png,9
image_00354.png,1
image_00355.png,25
image_00356.png,11
image_00357.png,29
image_00358.png,32
image_00359.png,17
image_00360.png,47
image_00361.png,11
image_00362.png,11
image_00363.png,11
image_00364.png,11
image_00365.png,21
image_00366.png,7
image_00367.png,11
image_00368.png,43
image_00369.png,46
image_00370.png,46
image_00371.png,45
image_00372.png,44
image_00373.png,11
image_00374.png,11
image_00375.png,29
image_00376.png,29
image_00377.png,13
image_00378.png,55
image_00379.png,11
image_00380.png,31
image_00381.png,11
image_00382.png,5
image_00383.png,1
image_00384.png,11
image_00385.png,11
image_00386.png,48
image_00387.png,23
image_00388.png,10
image_00389.png,11
image_00390.png,14
image_00391.png,49
image_00392.png,11
image_00393.png,26
image_00394.png,11
image_00395.png,50
image_00396.png,11
image_00397.png,11
image_00398.png,34
image_00399.png,5
image_00400.png,41
image_00401.png,11
image_00402.png,11
image_00403.png,11
image_00404.png,27
image_00405.png,28
image_00406.png,26
image_00407.png,22
image_00408.png,10
image_00409.png,11
image_00410.png,43
image_00411.png,11
image_00412.png,52
image_00413.png,11
image_00414.png,11
image_00415.png,55
image_00416.png,11
image_00417.png,13
image_00418.png,48
image_00419.png,11
image_00420.png,38
image_00421.png,10
image_00422.png,11
image_00423.png,16
image_00424.png,32
image_00425.png,46
image_00426.png,28
image_00427.png,8
image_00428.png,10
image_00429.png,16
image_00430.png,37
image_00431.png,54
image_00432.png,56
image_00433.png,11
image_00434.png,11
image_00435.png,55
image_00436.png,9
image_00437.png,11
image_00438.png,9
image_00439.png,11
image_00440.png,31
image_00441.png,11
image_00442.png,56
image_00443.png,33
image_00444.png,11
image_00445.png,45
image_00446.png,20
image_00447.png,10
image_00448.png,50
image_00449.png,27
image_00450.png,41
image_00451.png,11
image_00452.png,11
image_00453.png,11
image_00454.png,36
image_00455.png,11
image_00456.png,3
image_00457.png,23
image_00458.png,11
image_00459.png,11
image_00460.png,11
image_00461.png,35
image_00462.png,19
image_00463.png,35
image_00464.png,44
image_00465.png,10
image_00466.png,11
image_00467.png,10
